;word;joy;fear;sadness;anger;surprise;disgust;polarity_negative;polarity_positive
12358;surtaxe;0;0;1;1;0;1;1;0
12359;surtout;0;0;0;0;0;0;0;1
12360;survaleur;1;0;0;0;0;0;0;1
12361;surveillance;0;1;1;0;0;0;0;1
12362;surveillant;0;0;0;0;0;0;0;1
12363;surveillant pénitentiaire;0;1;0;1;0;0;1;0
12364;surveiller;0;1;0;0;0;0;0;1
12365;surveiller pénitentiaire;0;1;0;1;0;0;1;0
12366;survenir;0;0;0;0;1;0;0;1
12367;survie;0;0;0;0;0;0;0;1
12368;survivant;1;0;0;0;0;0;0;1
12369;survivre;1;0;0;0;0;0;0;1
12370;survivre;1;0;0;0;0;0;0;1
12371;susceptibilité;0;0;1;0;0;0;1;0
12372;susceptible;0;1;1;1;0;0;1;0
12373;susciter;0;0;0;0;0;0;0;1
12374;susdit;0;0;0;0;0;0;0;1
12375;susmentionné;0;0;0;0;0;0;0;1
12376;suspect;0;1;0;0;0;0;1;0
12377;suspecter;0;1;0;0;0;0;1;0
12378;suspendre;0;0;1;0;1;0;1;0
12379;suspens;0;1;0;0;1;0;0;1
12380;suspense;0;1;0;0;1;0;1;0
12381;suspension;0;1;0;0;0;0;1;0
12382;suspicieux;0;1;0;1;0;0;1;0
12383;suspicion;0;1;0;0;0;0;1;0
12384;suture;0;1;0;0;0;1;1;0
12385;suturer qch;0;0;0;0;0;0;1;0
12386;svastika;0;1;0;1;0;1;1;0
12387;svelte;0;0;0;0;0;0;0;1
12388;swag;0;0;0;0;0;0;0;1
12389;swastika;0;1;0;1;0;1;1;0
12390;sweat;0;0;0;0;0;0;0;1
12391;syllabe;0;0;0;0;0;0;0;1
12392;syllabique;0;0;0;0;0;0;0;1
12393;symbole;0;0;0;0;0;0;0;1
12394;symbolique;0;0;0;0;0;0;0;1
12395;symboliquement;0;0;0;0;0;0;0;1
12396;symboliser;0;0;0;0;0;0;0;1
12397;symbolisme;0;0;0;0;0;0;0;1
12398;sympathique;0;0;0;0;0;0;0;1
12399;symphonie;1;0;0;0;0;0;0;1
12400;symptomatique;0;0;1;0;0;0;1;0
12401;symptôme;0;1;0;0;0;0;1;0
12402;symétrie;0;0;0;0;0;0;0;1
12403;symétrique;0;0;0;0;0;0;0;1
12404;synagogue;0;0;0;0;0;0;0;1
12405;synchrone;0;0;0;0;0;0;0;1
12406;synchroniser;0;0;0;0;1;0;0;1
12407;syncope;0;1;1;0;1;0;1;0
12408;syndicat;0;0;0;0;0;0;0;1
12409;synergie;0;0;0;0;0;0;0;1
12410;synergie;0;0;0;0;0;0;0;1
12411;synode;0;0;0;0;0;0;0;1
12412;synonyme;0;1;0;0;0;0;0;1
12413;synopsis;0;0;0;0;0;0;0;1
12414;synoptique;0;0;0;0;0;0;0;1
12415;syntaxe;0;0;0;0;0;0;0;1
12416;synthèse;0;0;0;0;0;0;0;1
12417;synthétique;0;0;0;0;0;1;1;0
12418;système;0;0;0;0;0;0;0;1
12419;système hydraulique;0;0;1;0;0;0;1;0
12420;systématique;0;0;0;0;0;0;0;1
12421;systématiquement;0;0;0;0;0;0;0;1
12422;sèche;0;1;0;1;1;0;1;0
12423;sèche cheveu;0;0;0;0;0;0;0;1
12424;sèche linge;0;0;0;0;0;0;0;1
12425;sève;0;0;1;0;0;0;0;1
12426;séance;0;0;0;0;0;0;0;1
12427;sécable;0;0;0;0;0;0;1;0
12428;sécateur;0;0;0;0;0;0;1;0
12429;sécession;0;1;0;0;0;0;1;0
12430;sécher;0;0;0;0;0;0;1;0
12431;sécheresse;0;1;1;0;0;0;1;0
12432;sécréter;0;0;0;0;0;1;1;0
12433;sécrétion;0;0;0;0;0;1;1;0
12434;sécurité;0;0;0;0;0;0;0;1
12435;sédatif;0;1;1;0;0;0;1;0
12436;sédentaire;0;0;0;0;0;0;1;0
12437;sédiment;0;0;0;0;0;1;1;0
12438;sédimentaire;0;0;0;0;0;1;1;0
12439;sédition;0;0;1;1;0;0;1;0
12440;séduction;0;0;0;0;0;0;0;1
12441;séduire;0;0;0;0;0;0;0;1
12442;séduisant;0;0;0;0;0;0;0;1
12443;ségrégation;0;0;1;0;0;0;1;0
12444;séisme;0;1;0;0;1;0;1;0
12445;séjour;0;0;0;0;0;0;0;1
12446;séjourner;0;0;0;0;0;0;0;1
12447;sélection;0;0;0;0;0;0;0;1
12448;sélectionner;1;0;0;0;0;0;0;1
12449;sémaphore;0;0;0;0;0;0;0;1
12450;séminaire;0;0;0;0;0;0;0;1
12451;séminal;0;0;0;0;0;0;0;1
12452;sémiotique;0;0;0;0;0;0;0;1
12453;sénat;0;0;0;0;0;0;0;1
12454;sénateur;0;0;0;0;0;0;0;1
12455;sénescence;0;0;1;0;0;0;1;0
12456;sénile;0;1;1;0;0;0;1;0
12457;sénior;0;0;0;0;0;0;0;1
12458;séparable;0;0;1;0;0;0;1;0
12459;séparation;0;1;1;0;0;0;1;0
12460;séparatiste;0;0;0;1;0;1;1;0
12461;séparer;0;1;1;1;0;1;1;0
12462;séparer;0;0;1;0;0;0;1;0
12463;séparément;0;1;1;0;0;0;1;0
12464;sépaés;0;0;1;0;0;0;1;0
12465;sépia;0;0;0;0;0;0;0;1
12466;séquence;0;0;0;0;0;0;0;1
12467;séquestration;0;1;1;0;0;0;1;0
12468;séquestrer;0;1;1;0;0;0;1;0
12469;série;0;0;0;0;0;0;0;1
12470;série;0;0;0;0;0;0;0;1
12471;sérier;0;0;0;0;0;0;0;1
12472;sérieusement;0;0;1;0;0;0;1;0
12473;sérieux;0;0;0;0;0;0;0;1
12474;sérieux;0;1;1;1;0;0;0;1
12475;sérum;0;0;0;0;0;0;0;1
12476;sérénité;0;0;0;0;0;0;0;1
12477;sévère;0;1;0;0;0;0;1;0
12478;sévèrement;0;1;1;0;0;0;1;0
12479;sévérité;0;1;1;1;0;0;1;0
12480;sûreté;0;0;0;0;0;0;0;1
12481;tabac;0;0;0;0;0;1;1;0
12482;tabac priser;0;0;0;0;1;1;1;0
12483;tabagisme;0;0;0;0;0;1;1;0
12484;tabernacle;0;0;0;0;0;0;0;1
12485;table;0;0;0;0;0;0;0;1
12486;tableau;0;0;0;0;0;0;0;1
12487;tableau bord;0;0;0;0;0;0;0;1
12488;tableau noir;0;0;0;0;0;0;0;1
12489;tablette;0;0;0;0;0;0;0;1
12490;tablier;0;0;0;0;0;0;0;1
12491;tabou;0;1;0;0;0;1;1;0
12492;tabouret;0;0;0;0;0;0;0;1
12493;tabulaire;0;0;0;0;0;0;0;1
12494;tabulation;0;0;0;0;0;0;0;1
12495;tabuler;0;0;0;0;0;0;0;1
12496;tache;0;1;1;1;0;1;1;0
12497;tacher;0;1;1;0;0;1;1;0
12498;tacheter;0;0;0;0;0;0;1;0
12499;tachymètre;0;0;0;0;0;0;0;1
12500;tacite;0;0;0;0;0;0;0;1
12501;tacot;0;1;0;1;1;0;1;0
12502;tact;0;0;0;0;0;0;0;1
12503;tactile;0;0;0;0;0;0;0;1
12504;tactique;0;1;0;0;0;0;0;1
12505;taffetas;0;0;0;0;0;0;0;1
12506;taie oreiller;0;0;0;0;0;0;0;1
12507;taillader;0;1;1;1;0;1;1;0
12508;taillant;0;0;0;0;0;0;0;1
12509;taille;0;0;0;0;0;0;0;1
12510;taille haie;0;0;0;0;0;0;1;0
12511;tailler;0;1;0;0;0;0;1;0
12512;tailleur;0;0;0;0;0;0;0;1
12513;tailleuse;0;0;0;0;0;0;0;1
12514;taire;0;0;0;0;0;0;1;0
12515;taire;0;1;1;1;0;1;1;0
12516;talent;0;0;0;0;0;0;0;1
12517;talentueux;0;0;0;0;0;0;0;1
12518;talisman;0;0;0;0;0;0;0;1
12519;talon;0;0;0;0;0;0;0;1
12520;talus;0;0;0;0;0;0;0;1
12521;tambour;0;0;0;0;0;0;0;1
12522;tambourin;0;0;0;0;0;0;1;0
12523;tambourinement;0;0;0;0;0;0;0;1
12524;tambouriner;0;0;0;0;0;0;0;1
12525;tamis;0;0;0;0;0;0;0;1
12526;tamisage;0;0;0;0;0;0;0;1
12527;tamiser;0;0;1;0;0;0;1;0
12528;tampon;0;0;0;0;0;1;0;1
12529;tamponner;0;0;0;0;0;0;0;1
12530;tandem;0;0;0;0;0;0;0;1
12531;tangent;0;0;0;0;0;0;1;0
12532;tanière;0;0;0;0;0;0;0;1
12533;tanner;0;0;0;0;0;0;0;1
12534;tante;0;0;0;0;0;0;0;1
12535;tapageur;0;1;0;1;1;0;1;0
12536;taper;0;0;0;0;0;0;0;1
12537;tapir;0;0;0;0;0;0;1;0
12538;tapir;0;1;1;0;0;0;1;0
12539;tapir course;0;0;0;0;0;0;0;1
12540;tapis roulant;0;0;0;0;0;0;0;1
12541;tapisserie;0;0;0;0;0;0;0;1
12542;tapoter;0;0;0;0;0;0;0;1
12543;taquin;0;0;0;1;1;0;0;1
12544;taquiner;0;0;1;1;0;0;0;1
12545;taquinerie;0;1;0;1;0;0;1;0
12546;tardif;0;1;1;0;1;0;1;0
12547;tarer;0;1;0;0;0;1;1;0
12548;tarif;0;0;1;1;0;1;1;0
12549;tartan;0;0;0;0;0;0;0;1
12550;tarte;0;0;0;0;0;0;0;1
12551;tartre;0;0;0;0;0;1;1;0
12552;tas;0;0;0;0;0;1;0;1
12553;tas qch;0;0;0;0;0;0;0;1
12554;tasse;0;0;0;0;0;0;0;1
12555;tassement;0;0;1;0;0;0;1;0
12556;tatami;0;0;0;0;0;0;1;0
12557;tatouage;0;0;0;0;0;0;0;1
12558;tatouer;0;0;0;0;0;0;0;1
12559;taudis;0;1;1;0;0;1;1;0
12560;taureau;0;1;0;0;0;0;1;0
12561;tau|taux;0;0;0;0;0;0;0;1
12562;taverne;0;0;0;0;0;0;0;1
12563;taxe;0;0;1;1;0;0;1;0
12564;taxer;0;0;1;1;0;0;1;0
12565;taxi;0;0;0;0;0;0;0;1
12566;taxinomie;0;0;0;0;0;0;0;1
12567;taxonomie;0;0;0;0;0;0;0;1
12568;teaser;0;0;0;0;0;0;0;1
12569;technicien;0;0;0;0;0;0;0;1
12570;technicité;0;0;0;0;0;0;0;1
12571;technique;0;0;0;0;0;0;0;1
12572;technologie;0;0;0;0;0;0;0;1
12573;ted;0;0;0;0;0;0;0;1
12574;teflon;0;0;0;0;0;0;0;1
12575;teindre;0;0;0;0;0;0;0;1
12576;teinte;0;0;0;0;0;0;0;1
12577;teinter;0;0;0;0;0;0;0;1
12578;teinture;0;0;0;0;0;0;0;1
12579;tempera;0;0;0;0;0;0;0;1
12580;temple;0;0;0;0;0;0;0;1
12581;temporaire;0;0;0;0;0;0;1;0
12582;temporairement;0;0;0;0;0;0;1;0
12583;temporal;0;0;0;0;0;0;0;1
12584;temporel;0;0;0;0;0;0;0;1
12585;temporisation;0;1;1;0;0;0;1;0
12586;temps;0;0;0;0;0;0;0;1
12587;tempérament;0;0;0;0;0;0;0;1
12588;tempérance;0;0;0;0;0;0;0;1
12589;température;0;0;0;0;0;0;0;1
12590;tempérer;0;0;0;0;0;0;0;1
12591;tempétueux;0;1;0;1;0;0;1;0
12592;tempête;0;1;1;1;1;0;1;0
12593;tenace;0;0;0;0;0;0;0;1
12594;tendance;0;0;1;0;0;0;0;1
12595;tendon;0;0;0;0;0;0;0;1
12596;tendre;0;0;0;0;0;0;0;1
12597;tendre embuscade;0;1;0;1;1;0;1;0
12598;tendre ver|vers;0;0;0;0;0;0;0;1
12599;tendresse;0;0;0;0;0;0;0;1
12600;teneur;0;0;0;0;0;0;0;1
12601;tenir;0;0;0;0;0;0;0;1
12602;tenir compte;0;0;0;0;0;1;1;0
12603;tenir compte;0;0;0;0;0;0;0;1
12604;tenir debout;0;0;0;0;0;0;0;1
12605;tenir laisse;0;1;1;0;0;0;1;0
12606;tennis;0;0;0;0;0;0;0;1
12607;tension;0;1;0;1;0;0;1;0
12608;tentacule;0;1;0;0;0;1;1;0
12609;tentant;0;0;0;0;1;0;0;1
12610;tentation;0;0;0;0;0;0;1;0
12611;tentative;0;0;0;0;0;0;0;1
12612;tente;0;0;0;0;0;0;0;1
12613;tenter;0;0;0;0;1;0;0;1
12614;tenture;0;0;0;0;0;0;0;1
12615;tenue;0;0;0;0;0;0;0;1
12616;tercet;0;0;0;0;0;0;0;1
12617;terme;0;0;1;0;0;0;0;1
12618;terminal;0;1;1;0;0;0;0;1
12619;terminer;0;1;1;0;0;0;1;0
12620;terminer;1;0;0;0;0;0;0;1
12621;terminus;0;1;1;0;0;0;1;0
12622;termite;0;0;0;0;0;1;1;0
12623;ternaire;0;0;0;0;0;0;0;1
12624;terne;0;0;1;0;0;1;1;0
12625;ternir;0;0;1;0;0;1;1;0
12626;terrain;0;1;1;1;1;0;0;1
12627;terrasse;0;0;0;0;0;0;0;1
12628;terre;0;0;0;0;0;0;0;1
12629;terre;0;0;0;0;0;0;0;1
12630;terre;0;0;0;0;0;0;0;1
12631;terre boisé;0;0;0;0;0;0;0;1
12632;terreau;0;0;0;0;0;0;0;1
12633;terrestre;0;0;0;0;0;0;0;1
12634;terreur;0;1;1;1;0;0;1;0
12635;terreux;0;0;0;0;0;0;0;1
12636;terrible;0;1;1;1;1;1;1;0
12637;terriblement;0;1;1;1;1;1;1;0
12638;terrier;0;0;0;0;0;0;1;0
12639;terrifiant;0;1;1;1;0;1;1;0
12640;terrifier;0;1;1;1;1;1;1;0
12641;territoire;0;0;0;0;0;0;0;1
12642;territorial;0;0;0;0;0;0;0;1
12643;terroriser;0;1;1;1;1;1;1;0
12644;terrorisme;0;1;1;1;0;1;1;0
12645;terroriste;0;1;1;1;1;1;1;0
12646;tertiaire;0;0;0;0;0;0;0;1
12647;tertre;0;0;0;0;0;1;1;0
12648;test;0;0;0;0;0;0;0;1
12649;testament;0;0;0;0;0;0;0;1
12650;tester;0;0;0;0;0;0;0;1
12651;texte;0;0;0;0;0;0;0;1
12652;texte sacré;0;0;0;0;0;0;0;1
12653;texte standard;0;0;0;0;0;0;1;0
12654;textile;0;0;0;0;0;0;0;1
12655;texto;0;0;0;0;0;0;0;1
12656;textuellement;0;0;0;0;0;0;0;1
12657;textural;0;0;0;0;0;0;0;1
12658;texturale;0;0;0;0;0;0;0;1
12659;texturales;0;0;0;0;0;0;0;1
12660;texturaux;0;0;0;0;0;0;0;1
12661;texture;0;0;0;0;0;0;0;1
12662;thanksgiving;0;0;0;0;0;0;0;1
12663;thermique;0;0;0;0;0;0;0;1
12664;thermocouple;0;0;0;0;0;0;0;1
12665;thermodynamique;0;0;0;0;0;0;0;1
12666;thermomètre;0;0;0;0;0;0;0;1
12667;thermostat;0;0;0;0;0;0;0;1
12668;thon;0;0;0;0;0;0;1;0
12669;thym;0;0;0;0;0;0;0;1
12670;thème;0;0;0;0;0;0;0;1
12671;thème;0;0;0;0;0;0;0;1
12672;thème majeur;0;0;0;0;0;0;0;1
12673;thèse;0;0;0;0;0;0;0;1
12674;thé;0;0;0;0;0;0;0;1
12675;théisme;0;0;0;0;0;1;1;0
12676;théocratie;0;0;0;0;0;0;0;1
12677;théocratique;0;1;1;1;0;0;1;0
12678;théologie;0;0;0;0;0;0;0;1
12679;théologien;0;0;0;0;0;0;0;1
12680;théologique;0;0;0;0;0;0;0;1
12681;théorie;0;0;0;0;0;0;0;1
12682;théorique;0;0;0;0;0;0;1;0
12683;théorème;0;0;0;0;0;0;0;1
12684;thérapeutique;0;0;0;0;0;0;0;1
12685;théâtral;0;0;0;0;0;0;1;0
12686;théâtre;1;0;0;0;0;0;0;1
12687;tiare;0;0;0;0;0;0;0;1
12688;tibia;0;0;0;0;0;0;0;1
12689;tic;0;1;0;0;1;0;1;0
12690;ticket;0;0;0;0;0;0;0;1
12691;ticket caisse;0;0;0;0;0;0;0;1
12692;tiers;0;0;0;0;0;0;0;1
12693;tige;0;1;0;0;0;0;0;1
12694;tigre;0;1;0;0;0;0;1;0
12695;tigrer;0;0;0;0;0;0;0;1
12696;tilde;0;0;0;0;0;0;0;1
12697;timbre;0;0;0;0;0;0;0;1
12698;timbrer;0;1;0;0;1;1;1;0
12699;timide;0;1;1;0;0;0;1;0
12700;timidité;0;1;1;0;0;0;1;0
12701;tintement;0;0;0;0;1;0;0;1
12702;tinter;1;0;0;0;0;0;0;1
12703;tique;0;0;0;0;0;0;1;0
12704;tir;0;1;1;1;1;0;1;0
12705;tir arc;0;0;0;0;0;0;0;1
12706;tirage;0;0;0;0;0;0;0;1
12707;tirant;0;1;1;1;0;0;1;0
12708;tirer;0;1;1;1;1;0;0;1
12709;tirer bouchon;0;0;0;0;0;0;0;1
12710;tirer pile face;0;1;0;0;1;0;1;0
12711;tirer profit;1;0;0;0;0;0;0;1
12712;tirer profit;0;0;0;0;0;0;0;1
12713;tiret;0;1;1;0;0;0;1;0
12714;tireur;0;1;0;1;1;0;1;0
12715;tireur|tireuse;0;1;0;1;1;0;1;0
12716;tiroir;0;0;0;0;0;0;0;1
12717;tissage;0;0;0;0;0;0;0;1
12718;tisser;0;0;0;0;0;0;0;1
12719;tissu;0;0;1;0;0;1;0;1
12720;titan;0;1;0;0;0;0;1;0
12721;titanesque;0;1;0;0;0;0;1;0
12722;titre;0;0;0;0;0;0;0;1
12723;titrer;0;0;0;0;0;0;0;1
12724;tituber;0;1;0;0;1;0;1;0
12725;titulaire;0;0;0;0;0;0;0;1
12726;titularisation;0;0;0;0;0;0;0;1
12727;tiède;0;0;0;0;0;0;1;0
12728;toast;1;0;0;0;0;0;0;1
12729;toboggan;0;1;0;0;1;0;0;1
12730;toge;0;0;0;0;0;0;0;1
12731;toile;0;0;0;0;0;0;0;1
12732;toile jute;0;0;0;0;0;0;1;0
12733;toilette;0;0;0;0;0;1;1;0
12734;toilette extérieur;0;0;0;0;0;1;1;0
12735;toiletter;0;0;0;0;0;0;0;1
12736;toison;0;0;1;1;0;1;0;1
12737;toit;0;0;0;0;0;0;0;1
12738;tollé;0;1;0;1;1;1;1;0
12739;tolérance;0;0;0;0;0;0;0;1
12740;tolérant;0;0;0;0;0;0;0;1
12741;tolérer;0;0;0;0;0;0;0;1
12742;tomahawk;0;0;0;0;0;0;0;1
12743;tombant;0;0;1;0;0;0;1;0
12744;tombe;0;1;1;0;0;0;1;0
12745;tombeau;0;1;1;0;0;0;1;0
12746;tomber;0;0;0;0;1;0;0;1
12747;tomber;0;1;1;0;0;0;1;0
12748;tomber;0;1;1;0;0;0;1;0
12749;tomber flocon;0;0;0;0;0;0;1;0
12750;tomber goutte goutte;0;0;0;0;0;1;1;0
12751;tomber nez nez;0;0;0;0;1;0;0;1
12752;tomber nuit;0;1;1;0;0;0;1;0
12753;tomber pâmoison;1;0;0;0;0;0;0;1
12754;tombeur;0;0;0;0;0;0;0;1
12755;tombola;0;0;0;0;1;0;0;1
12756;tome;0;0;0;0;0;0;0;1
12757;tondeur|tondeuse;0;1;0;0;0;0;1;0
12758;tondre;0;1;0;0;0;0;1;0
12759;tonifiant;1;0;0;0;0;0;0;1
12760;tonique;1;0;0;0;0;0;0;1
12761;tonitruant;0;1;0;1;1;0;1;0
12762;tonitruer;0;1;0;1;1;0;1;0
12763;tonnage;0;0;0;0;0;0;1;0
12764;tonne;0;0;0;0;0;0;1;0
12765;tonneau;0;0;0;0;0;0;0;1
12766;tonnelet;0;0;0;0;0;0;0;1
12767;tonnelle;0;0;0;0;0;0;0;1
12768;tonner;0;1;0;1;1;0;1;0
12769;tonnerre;0;1;0;1;1;0;1;0
12770;tonton;0;0;0;0;0;0;0;1
12771;topaze;0;0;0;0;0;0;0;1
12772;topographie;0;0;0;0;0;0;0;1
12773;topographique;0;0;0;0;0;0;0;1
12774;toquade;0;0;0;0;0;0;1;0
12775;toquer;0;1;0;0;1;0;1;0
12776;torche;0;0;0;0;0;0;0;1
12777;tordre;0;1;0;1;0;0;1;0
12778;tornade;0;1;0;1;0;0;1;0
12779;torpille;0;1;0;1;0;0;1;0
12780;torpiller;0;1;0;1;0;0;1;0
12781;torrent;0;1;0;1;0;0;1;0
12782;torride;0;1;0;1;0;0;1;0
12783;torsader;0;0;0;0;0;0;0;1
12784;torse;0;0;0;0;0;0;0;1
12785;torsion;0;1;0;0;0;0;1;0
12786;tort;0;1;1;1;0;1;1;0
12787;tort;0;1;1;1;0;0;1;0
12788;tortiller;0;0;0;0;0;1;1;0
12789;tortue;0;0;0;0;0;0;0;1
12790;tortueux;0;1;0;0;0;0;1;0
12791;torture;0;1;1;1;0;1;1;0
12792;torturer;0;1;1;1;0;1;1;0
12793;total;0;0;0;0;0;0;1;0
12794;totalement;0;0;0;0;0;0;0;1
12795;totalité;0;0;0;0;0;0;0;1
12796;totalité;0;0;0;0;0;0;0;1
12797;totem;0;0;0;0;0;0;0;1
12798;touchant;0;0;1;0;0;0;0;1
12799;touche;0;0;0;0;0;0;0;1
12800;toucher;0;0;1;0;0;0;1;0
12801;toucher;0;0;1;0;0;0;0;1
12802;touffe;0;0;0;0;0;0;1;0
12803;touffe;0;0;0;0;0;1;1;0
12804;touffu;0;0;0;0;0;1;1;0
12805;toujours;0;0;0;0;0;0;0;1
12806;toujours;0;0;0;0;0;0;0;1
12807;tour;0;0;0;1;1;1;0;1
12808;tour main;0;0;0;0;0;0;0;1
12809;tour taille;0;0;0;0;0;0;0;1
12810;tourbe;0;0;0;0;0;1;1;0
12811;tourbier|tourbière;0;1;0;0;0;1;1;0
12812;tourbillon;0;1;0;0;1;0;1;0
12813;tourbillonner;0;1;0;0;1;0;1;0
12814;tourelle;0;0;0;0;0;0;0;1
12815;touriste;0;0;0;0;0;0;0;1
12816;touristique;0;0;0;0;0;0;0;1
12817;tourmaline;0;0;0;0;0;0;0;1
12818;tourment;0;1;1;1;0;0;1;0
12819;tourmente;0;1;1;1;0;0;1;0
12820;tourmenter;0;1;1;1;0;0;1;0
12821;tournage;0;1;0;1;0;0;1;0
12822;tournant;0;1;0;0;0;0;1;0
12823;tournante;0;1;0;0;0;0;1;0
12824;tourner;0;1;0;1;1;0;0;1
12825;tourner;0;1;0;0;0;0;1;0
12826;tourner autour;0;0;0;0;0;0;0;1
12827;tournevis;0;0;0;0;0;0;0;1
12828;tournoi;0;0;0;0;0;0;0;1
12829;tournure;0;0;0;0;0;0;0;1
12830;tournée;0;0;0;0;0;0;0;1
12831;tousser;0;0;0;0;0;1;1;0
12832;tout;0;0;0;0;0;0;0;1
12833;tout;0;0;0;0;0;0;1;0
12834;tout an;0;0;0;0;0;0;0;1
12835;tout autour;0;0;0;0;0;0;0;1
12836;tout comprendre;0;0;0;0;0;0;0;1
12837;tout coup;0;1;0;0;1;0;1;0
12838;tout deux semaine;0;0;0;0;0;0;0;1
12839;tout fait;0;0;0;0;0;0;0;1
12840;tout heure;0;0;0;0;0;0;0;1
12841;tout jamais;0;0;0;0;0;0;0;1
12842;tout jour;0;0;0;0;0;0;0;1
12843;tout jour;0;0;0;0;0;0;0;1
12844;tout puissance;0;1;0;0;0;0;0;1
12845;tout puissant;1;0;0;0;0;0;0;1
12846;tout quinze jour;0;0;0;0;0;0;0;1
12847;tout semaine;0;0;0;0;0;0;0;1
12848;tout suite;0;0;0;0;0;0;0;1
12849;tout épreuve;0;0;0;0;0;0;0;1
12850;toux;0;0;0;0;0;1;1;0
12851;toxicologie;0;0;0;0;0;0;0;1
12852;toxine;0;1;0;0;0;0;1;0
12853;toxique;0;1;1;1;1;1;1;0
12854;tracas;0;1;1;1;0;0;1;0
12855;tracassant;0;1;1;1;0;0;1;0
12856;tracasser;0;1;1;1;0;0;1;0
12857;tracasser;0;1;0;0;0;0;1;0
12858;trace;0;0;0;0;0;1;1;0
12859;tracer;0;0;0;0;0;0;0;1
12860;tracer ligne;0;0;0;0;0;0;0;1
12861;trachée;0;0;0;0;0;0;0;1
12862;tract;0;1;0;0;0;0;0;1
12863;tracter;0;0;0;0;0;0;0;1
12864;tracteur;0;0;0;0;0;0;0;1
12865;traction;0;0;0;0;0;0;0;1
12866;tracé;0;0;0;0;0;0;0;1
12867;tradition;0;0;0;0;0;0;0;1
12868;traditionnel;0;0;0;0;0;0;0;1
12869;traduction;0;0;0;0;0;0;0;1
12870;traduire;0;0;0;0;0;0;0;1
12871;trafic;0;0;1;0;0;0;1;0
12872;trafiquant;0;1;0;1;0;1;1;0
12873;tragique;0;1;1;0;1;0;1;0
12874;tragédie;0;1;1;0;1;0;1;0
12875;trahir;0;0;1;1;1;1;1;0
12876;trahison;0;1;1;1;1;1;1;0
12877;train;0;0;0;0;0;0;0;1
12878;train marche;0;0;0;0;0;0;0;1
12879;train mourir;0;1;1;1;0;1;1;0
12880;traire union;0;0;0;0;0;0;0;1
12881;trait;0;0;0;0;0;0;0;1
12882;traitement;0;0;0;0;0;0;0;1
12883;traiter;0;0;0;0;0;0;0;1
12884;traiter condescendance;0;0;0;0;0;1;1;0
12885;traiteur;0;0;0;0;0;0;0;1
12886;trajectoire;0;0;0;0;0;0;0;1
12887;tram;0;0;0;0;0;0;0;1
12888;tramway;0;0;0;0;0;0;0;1
12889;tranchant;0;1;1;1;0;1;1;0
12890;tranche;0;0;0;0;0;0;1;0
12891;trancher;0;1;0;0;0;0;1;0
12892;tranquille;0;0;1;0;0;0;0;1
12893;tranquillement;1;0;0;0;0;0;0;1
12894;tranquillité;0;1;1;0;0;0;0;1
12895;transaction;0;0;0;0;0;0;0;1
12896;transatlantique;0;0;0;0;0;0;0;1
12897;transcendance;0;0;0;0;1;0;0;1
12898;transcendant;0;0;0;0;0;0;0;1
12899;transcendantal;0;0;0;0;0;0;0;1
12900;transcendentaux;0;0;0;0;0;0;0;1
12901;transcender;0;0;0;0;0;0;0;1
12902;transcripteur;0;0;0;0;0;0;0;1
12903;transcription;0;0;0;0;0;0;0;1
12904;transcrire;0;0;0;0;0;0;0;1
12905;transe;0;1;0;0;0;0;1;0
12906;transfert;0;0;0;0;0;0;0;1
12907;transfert propriété;0;0;0;0;0;0;0;1
12908;transformation;0;1;1;0;0;0;1;0
12909;transformer;0;0;0;0;0;0;0;1
12910;transfusion;0;0;0;0;0;0;0;1
12911;transférer;0;0;0;0;0;0;0;1
12912;transgression;0;1;1;1;0;0;1;0
12913;transir;0;0;0;0;0;0;0;1
12914;transiter;0;0;0;0;0;0;0;1
12915;transitif;0;0;0;0;0;0;0;1
12916;transition;0;0;0;0;0;0;0;1
12917;transition;0;0;0;0;0;0;0;1
12918;transitoire;0;0;1;0;1;0;1;0
12919;translocation;0;0;0;0;0;0;0;1
12920;translucide;0;1;1;0;0;0;1;0
12921;transmettre;0;0;0;0;0;0;0;1
12922;transmissible;0;1;0;0;0;0;1;0
12923;transmission;0;0;0;0;0;0;0;1
12924;transmutation;0;0;0;0;0;0;0;1
12925;transparence;0;0;0;0;0;0;0;1
12926;transparent;0;0;0;0;0;0;0;1
12927;transpercer;0;1;1;1;0;0;1;0
12928;transpiration;0;1;0;0;0;1;1;0
12929;transpirer;0;0;0;0;0;1;1;0
12930;transplantation;0;0;0;0;0;0;0;1
12931;transplanter;0;0;0;0;0;0;0;1
12932;transport;0;0;0;0;0;0;0;1
12933;transport maritime;0;0;0;0;0;0;0;1
12934;transport routier;0;0;0;0;0;0;0;1
12935;transporter;0;0;0;0;0;0;0;1
12936;transporteur;0;0;0;0;0;0;0;1
12937;transposer;0;0;0;0;0;0;0;1
12938;transposition;0;0;0;0;0;0;0;1
12939;transversal;0;0;0;0;0;0;1;0
12940;transversale;0;0;0;0;0;0;1;0
12941;trapu;0;0;0;0;0;0;1;0
12942;traquer;0;1;0;0;0;0;1;0
12943;traumatique;0;1;1;1;1;0;1;0
12944;traumatisant;0;1;1;1;1;0;1;0
12945;traumatiser;0;1;1;1;1;0;1;0
12946;travail;0;0;0;0;1;0;0;1
12947;travail;0;0;0;0;0;0;0;1
12948;travail bureau travail admi;0;0;0;0;0;0;0;1
